id,page_name,page_type
3254,XXL Sport & Villmark,company
3255,Lycamobile Ireland,company
3256,Le haut-commissariat du Canada au Guyana et au Suriname,government
3257,AFN Wiesbaden,government
3258,"Ferguson Township Police, Pennsylvania",government
3259,109th Transportation Company,government
3260,Homero Aguirre Enríquez,politician
3261,Land Rover,company
3262,Secretaría Técnica de Planificación,government
3263,ITU,government
3264,McDonald's Honduras,company
3265,European Union in Australia,government
3266,Municipalidad de Paraná,government
3267,超級夜總會,tvshow
3268,Bundesministerium der Justiz und für Verbraucherschutz,government
3269,The New York Times - Travel Show,company
3270,The National Institute on Drug Abuse - NIDA,government
3271,MRTV English Channel,government
3272,T.C. Hannover Başkonsolosluğu,government
3273,Microsoft Developer,company
3274,David McGuinty,politician
3275,Stefano Caldoro,politician
3276,Microsoft Imagine,company
3277,Barclaycard US,company
3278,"Austin Transportation Department, City of Austin",government
3279,Fort Bliss Retention,government
3280,Allianz Australia,company
3281,Ice Breakers,company
3282,Representative Ryan Fecteau,politician
3283,Henryk Kowalczyk,politician
3284,VEON,company
3285,Danmarks Ambassade i Sverige,government
3286,Representative Andrew Murr,politician
3287,Elżbieta Łukacijewska,politician
3288,WDR Lokalzeit Südwestfalen,tvshow
3289,Niemiecki Konsulat Generalny w Krakowie,government
3290,Laura Ferrara,politician
3291,我們的島,tvshow
3292,Puberty Blues,tvshow
3293,Coca-Cola Brasil,company
3294,Mulino Bianco,company
3295,Rwanda Ministry of Foreign Affairs and Cooperation,government
3296,Transavia,company
3297,LakelandPD,government
3298,Eluned Parrott,politician
3299,Just Kidding,tvshow
3300,Michael McLeod,politician
3301,Oberbürgermeister Peter Feldmann,politician
3302,Finnair,company
3303,Crocs,company
3304,Carrossel,tvshow
3305,Moreira Mendes,politician
3306,Embassy of Belgium in Pretoria,government
3307,Raul Henry,politician
3308,Tuenti Perú,company
3309,公視人生劇展／學生劇展,tvshow
3310,Klaus Markussen,politician
3311,Embassy of Belgium in Amman,government
3312,KLM Romania,company
3313,Patrick Testin,politician
3314,蘇治芬,politician
3315,Lamudi,company
3316,Susan Close MP,politician
3317,"Bauer Hockey, Inc.",company
3318,Victory Motorcycles,company
3319,Odair Cunha,politician
3320,HOOQ,company
3321,Dimple Yadav,politician
3322,Shahnawaz Hussain - शाहनवाज हुसैन,politician
3323,Présidence d'Haïti,government
3324,Bosch Singapore,company
3325,Hakle Schweiz/Oesterreich,company
3326,Alcaldía Local de La Candelaria,government
3327,هيئة الاستثمار - Investment Commission,government
3328,"U.S. Army Corps of Engineers, Rock Island District",government
3329,Oberto Beef Jerky,company
3330,Dan Patrick,politician
3331,Ich schänke dir es Lied,tvshow
3332,C4 Utopia,tvshow
3333,L'Oréal Talent,company
3334,Oregon National Guard - Oregon Military Department,government
3335,Rote Rosen,tvshow
3336,ASICS,company
3337,Ambassade du Canada en Équateur,government
3338,Tod's,company
3339,Sophie Wilmès,politician
3340,Bridgestone,company
3341,Grand Junction City Information,government
3342,NYC zerowaste,government
3343,Christian Dahm,politician
3344,Ivan Jakovčić,politician
3345,hummel,company
3346,גאליס,tvshow
3347,Arolde de Oliveira,politician
3348,Carnivale,tvshow
3349,Estonian Embassy in Helsinki,government
3350,Little Angels,tvshow
3351,Enrico Zanetti,politician
3352,Chuka Umunna,politician
3353,Consejo Nacional de la Infancia,government
3354,Gustazos,company
3355,Transport Malta,government
3356,Hedi Thelen,politician
3357,"Michel SAVIN, Sénateur de l'Isère",politician
3358,Africa's Next Top Model,tvshow
3359,Christian Baldauf,politician
3360,The Gaucho Grill Kuwait,company
3361,Dr. Boris Weirauch MdL,politician
3362,Peace Corps Myanmar,government
3363,"Carsten Träger, ehem. Mitglied des Bundestags SPD",politician
3364,Ralf Kapschack,politician
3365,Movistar Perú,company
3366,Trane,company
3367,涂謹申 James To,politician
3368,Triscuit,company
3369,立委 陳怡潔 Chen Yi-Chieh,politician
3370,Office of the Army Chief Information Officer/G-6,government
3371,Belgian Office Taipei 比利時台北辦事處,government
3372,Workpoint ห้องข่าวบันเทิง,tvshow
3373,KGW's Live at 7,tvshow
3374,House Armed Services Committee Democrats,government
3375,Abhay Singh Chautala,politician
3376,Consulate General of Belgium in Saint-Petersburg,government
3377,Modell's Sporting Goods,company
3378,Yves Delorme,company
3379,Jean-Luc Mélenchon,politician
3380,La Riera,tvshow
3381,Teo Nie Ching (张念群),politician
3382,Pahranagat National Wildlife Refuge,government
3383,Pizza 73,company
3384,Salus Uruguay,company
3385,Heidi Victoria MP,politician
3386,University of Kansas Army ROTC,government
3387,T4F Argentina,company
3388,Telenor Pakistan,company
3389,消防署,government
3390,31st Marine Expeditionary Unit,government
3391,"Glenn van Dijken, MLA",politician
3392,Being Erica,tvshow
3393,Embassy of Denmark in Poland,government
3394,Royal Australian Mint,government
3395,Stefan Zierke,politician
3396,Eggo,company
3397,Norbert Obrycki - Poseł na Sejm RP,politician
3398,Steven Joyce,politician
3399,Curiously Cinnamon,company
3400,Stitch Fix,company
3401,Prime Minister's Office of Japan,government
3402,Luise Amtsberg,politician
3403,Anthony Carbines MP,politician
3404,Ohio Department of Health,government
3405,Welch's,company
3406,Chris Stephens MP Glasgow South West,politician
3407,Peace Corps The Gambia,government
3408,Ídolos,tvshow
3409,Arrondissement de Côte-des-Neiges—Notre-Dame-de-Grâce,government
3410,Mali Giganci TVN,tvshow
3411,Yapı Kredi İnsan Kaynakları,company
3412,Jonathan Bartley,politician
3413,Hans-Josef Bracht,politician
3414,Angus Robertson - SNP Depute Leader,politician
3415,Jean-Pierre Decool,politician
3416,Nederlandse ambassade in Suriname,government
3417,Egg Beaters,company
3418,Doctor's Diary,tvshow
3419,Reel Time (GMA News TV 11),tvshow
3420,British Airways,company
3421,Joules,company
3422,Raúl Paz,politician
3423,Kevin Rudd,politician
3424,Michael Kauch,politician
3425,Solvay Group,company
3426,Meyer Habib,politician
3427,Wong Shu Qi（黃書琪）,politician
3428,Monster Energy Military,company
3429,Senator David Bushby,politician
3430,Disney Interactive Studios Italia,company
3431,Rhun ap Iorwerth,politician
3432,Lockheed Martin,company
3433,NSW SES YOUNG UNIT,government
3434,Nils Schmid,politician
3435,ბილაინი - Beeline,company
3436,adidas,company
3437,i3Fresh 愛上新鮮,company
3438,DanoneCareers,company
3439,MediaMath,company
3440,"Marie Montpetit, députée de Crémazie",politician
3441,Fotolia,company
3442,L'OCCITANE en Provence,company
3443,Residence Inn by Marriott,company
3444,Ambassade de France au Soudan / سفارة فرنسا بالسودان,government
3445,Хишигдэмбэрэлийн Тэмүүжин,politician
3446,Royal Naval Air Station Yeovilton,government
3447,Fort Carson Army Community Service,government
3448,U.S. Department of State Trafficking in Persons Office,government
3449,Suits,tvshow
3450,GIORDANO,company
3451,Ministère de la Culture,government
3452,Michael Reul,politician
3453,Uwe Lagosky,politician
3454,Arnaldo Jordy,politician
3455,CHP – Humboldt,government
3456,Fifty One East,company
3457,Ontario Social Services,government
3458,Wolfgang Tiefensee,politician
3459,Norbert Morin,politician
3460,ASICS,company
3461,Totino's,company
3462,GSA Fleet Vehicle Sales,government
3463,Diyanet İşleri Başkanlığı,government
3464,ATOMIC SKIING,company
3465,Fabio De Masi,politician
3466,Cidinho Santos,politician
3467,Columbia Sportswear,company
3468,Société Générale & Vous,company
3469,EU Science & Innovation,government
3470,Johann Gudenus,politician
3471,Gladys Berejiklian,politician
3472,South Australia,company
3473,Penny Mordaunt MP,politician
3474,Renaper,government
3475,Batman: The Animated Series,tvshow
3476,USAID Kyrgyz Republic,government
3477,Vlad Filat,politician
3478,Specsavers Sverige,company
3479,Consolato generale di Svizzera a Milano,government
3480,In Gefahr,tvshow
3481,Rebecca Pow,politician
3482,MAPFRE,company
3483,Fotolia,company
3484,대한민국 산림청,government
3485,Levissima,company
3486,PUGET,company
3487,Reprezentanta Permanenta a Romaniei pe langa UE,government
3488,Fom Acessórios de Conforto e Bem-Estar,company
3489,Tenente Lúcio,politician
3490,Forno de Minas,company
3491,U.S. General Services Administration Mid-Atlantic Region,government
3492,German Embassy Asmara,government
3493,City of Gold Coast,government
3494,Mara Gabrilli,politician
3495,Mornings with Maria,tvshow
3496,DAKINE,company
3497,Africa Regional Media Hub,government
3498,Israel Police - משטרת ישראל,government
3499,Department of Defense Education Activity (DoDEA),government
3500,Austin Public Health,government
3501,Buitoni Italia,company
3502,U.S. Government Accountability Office (GAO),government
3503,Night of Too Many Stars,tvshow
3504,Polaris Industries,company
3505,Téléfilm Canada,government
3506,Powerade El Salvador,company
3507,Michael Waddell's Bone Collector,tvshow
3508,Nora Berra,politician
3509,Ambassade de France en Irlande,government
3510,Vodafone it,company
3511,Patrick Sensburg,politician
3512,Oikos Canada,company
3513,Martin Dörmann,politician
3514,Udenrigsministeriet Borgerservice,government
3515,Heinz UK,company
3516,Kindle España,company
3517,Bruno Le Maire,politician
3518,US National Weather Service Paducah Kentucky,government
3519,JustFab,company
3520,U.S. Embassy Tanzania,government
3521,Maryland State Police,government
3522,Canal Livre,tvshow
3523,Disney Store,company
3524,Crocs,company
3525,Linio,company
3526,Victoria State Emergency Service,government
3527,Singapore Embassy in Tokyo,government
3528,Volkswagen,company
3529,Hannes Rockenbauch,politician
3530,Sam D. Hamilton Noxubee National Wildlife Refuge,government
3531,Annemie Turtelboom,politician
3532,Aquí la Tierra,tvshow
3533,Canada and the world,government
3534,Triumph,company
3535,Katie Omstead,politician
3536,La Relève,tvshow
3537,Deputado Júlio Campos,politician
3538,Real Girl's Kitchen,company
3539,Mephisto - Qatar,company
3540,Canon Singapore,company
3541,Newfoundland & Labrador Tourism,company
3542,Marco Schmitz MdL,politician
3543,U.S. Coast Guard Air Station Houston,government
3544,Sylvain Rochon,politician
3545,Polizei Burgenland,government
3546,Fakty TVN,tvshow
3547,L'imposteur,tvshow
3548,Gallatin County Emergency Management,government
3549,Malta Communications Authority - MCA,company
3550,ABB,company
3551,SHARK Energy,company
3552,Nitro Boats,company
3553,Armed Forces Day,government
3554,U.S. Public Health Service Pharmacists,government
3555,T.C. Kanberra Büyükelçiliği / Turkish Embassy in Canberra,government
3556,QFC,company
3557,傳奇星娛樂 ALS,company
3558,US National Weather Service Seattle Washington,government
3559,Liza Harvey MLA,politician
3560,Davor Ivo Stier,politician
3561,Embassy of Canada to Uruguay,government
3562,QVC UK,company
3563,Manuel Valls,politician
3564,Senator Kevin Parker,politician
3565,Progressive Outdoors,company
3566,MCM,company
3567,Embassy of Denmark in Hungary,government
3568,The Vietnam War PBS,tvshow
3569,Los Miserables,tvshow
3570,Liberte USA,company
3571,Jakten på kjærligheten,tvshow
3572,下課花路米,tvshow
3573,BP,company
3574,Czech Airlines,company
3575,Eduardo Accastello,politician
3576,Fairly Legal,tvshow
3577,One Magnificent Morning,tvshow
3578,Fiat Chrysler Automobiles,company
3579,Travel Associates,company
3580,Neil Carmichael,politician
3581,Torres en la cocina,tvshow
3582,Turkish Airlines,company
3583,Oscar Almaraz Smer,politician
3584,Adapting the Army,government
3585,KFC,company
3586,John Lewis,company
3587,Nike+ Run Club,company
3588,Central Texas VA Health Care System,government
3589,Seinfeld,tvshow
3590,NSA - National Security Agency,government
3591,AutoZone,company
3592,F-Secure,company
3593,Miracle Whip,company
3594,60 secondes chrono,tvshow
3595,Rep. Debra Heffernan,politician
3596,Jornal da TV Vitória - ES,tvshow
3597,Abarth,company
3598,Teo Ho Pin,politician
3599,"Field Artillery Squadron, 3d CR",government
3600,Vernon Pérez Rubio Artee,politician
3601,Christoph Bernstiel,politician
3602,Gary Johnson,politician
3603,Dan Ştefan Motreanu,politician
3604,Bayer,company
3605,Cuna Más,government
3606,Ministério da Saúde,government
3607,Fijian Government,government
3608,Ulkoministeriö - utrikesministeriet,government
3609,Mtra. Hersilia Córdova Morán,politician
3610,Mai Mercado,politician
3611,Sarney Filho,politician
3612,ABB,company
3613,Judith Collins,politician
3614,30 minuts,tvshow
3615,Secretaria da Habitação do Estado de São Paulo,government
3616,Gossip Girl,tvshow
3617,איל בן ראובן,politician
3618,Ambasada Romaniei in Turcia (Embassy of Romania to Turkey),government
3619,Turkish Consulate General in Mumbai / T.C. Mumbai Başkonsolosluğu,government
3620,Viva Air Perú,company
3621,Naturalizer Puerto Rico,company
3622,Jean-Luc Bleunven,politician
3623,Abenteuer Leben,tvshow
3624,Kathalijne Buitenweg,politician
3625,"Embassy of the Kingdom of the Netherlands in Muscat, Oman",government
3626,NESCAFÉ Dolce Gusto Uruguay,company
3627,"Tähdet, tähdet",tvshow
3628,America's PrepareAthon,government
3629,Alaska Airlines,company
3630,NOAA NWS Storm Prediction Center,government
3631,Hollywood Music in Media Awards,company
3632,Nike+ Run Club,company
3633,Ben Wallace for Wyre and Preston North,politician
3634,Orange,company
3635,Rogerio Castro Vázquez,politician
3636,Administración Nacional de Electricidad (ANDE) - Paraguay,government
3637,Ivincentincanada,government
3638,Benjamin Grimm,politician
3639,Dick Clark's New Year's Rockin' Eve,tvshow
3640,En Famille,tvshow
3641,"Empresa de Servicios Sanitarios del Paraguay, ESSAP S.A.",government
